Dayville	44°28'N	119°32'W
De Funiak Springs	30°43'N	86°07'W
De Kalb	41°56'N	88°46'W
De Land	29°02'N	81°18'W
De Leon	32°07'N	98°32'W
De Pere	44°27'N	88°04'W
De Queen	34°02'N	94°21'W
De Quincy	30°27'N	93°26'W
De Ridder	30°51'N	93°17'W
De Smet	44°23'N	97°33'W
De Soto	38°08'N	90°34'W
De Tour Village	46°00'N	83°56'W
De Witt	34°18'N	91°20'W
Deadwood	44°23'N	103°44'W
Death Valley	36°15'N	116°50'W
Death Valley Junction	36°20'N	116°25'W
Death Vally Nat. Park	36°45'N	117°15'W
Decatur, Ala.	34°36'N	86°59'W
Decatur, Ga.	33°47'N	84°18'W
Decatur, III.	39°51'N	88°57'W
Decatur, Ind.	40°50'N	84°56'W
Decatur, Tex.	33°14'N	97°35'W
Deckerville	43°32'N	82°44'W
Decorah	43°18'N	91°48'W
Dedham	42°15'N	71°10'W
Deer Lodge	46°24'N	112°44'W
Deer Park	47°57'N	117°28'W
Deer River	47°20'N	93°48'W
Deferiet	44°02'N	75°41'W
Defiance	41°17'N	84°22'W
Del Mar	32°58'N	117°16'W
Del Norte	37°41'N	106°21'W
Del Rio	29°22'N	100°54'W
Delano	35°46'N	119°15'W
Delano Peak	38°22'N	112°22'W
Delavan	42°38'N	88°39'W
Delaware	40°18'N	83°04'W
Delaware	39°00'N	75°20'W
Delaware	39°15'N	75°20'W
Delaware B.	39°00'N	75°10'W
Delevan	42°29'N	78°29'W
Delhi, La.	32°28'N	91°30'W
Delhi, N.Y.	42°17'N	74°55'W
Dell City	31°56'N	105°12'W
Dell Rapids	43°50'N	96°43'W
Delmar	42°37'N	73°47'W
Delphi	40°36'N	86°41'W
Delphos	40°51'N	84°21'W
Delray Beach	26°28'N	80°04'W
Delta, Colo.	38°44'N	108°04'W
Delta, Utah	39°21'N	112°35'W
Delta Junction	64°02'N	145°44'W
Deltona	28°54'N	81°16'W
Deming, N. Mex.	32°16'N	107°46'W
Deming, Wash.	48°50'N	122°13'W
Demopolis	32°31'N	87°50'W
Denair	37°32'N	120°48'W
Denison, Iowa	42°01'N	95°21'W
Denison, Tex.	33°45'N	96°33'W
Dennison	40°24'N	81°19'W
Denton, Mont.	47°19'N	109°57'W
Denton, Tex.	33°13'N	97°08'W
Denver, Colo.	39°44'N	104°59'W
Denver, Pa.	40°14'N	76°08'W
Denver City	32°58'N	102°50'W
Deposit	42°04'N	75°25'W
Derby, Conn.	41°19'N	73°05'E
Derby Kans.	37°33'N	97°16'W
Derby, N.Y.	42°41'N	78°58'W
Derby Line	45°00'N	72°06'W
Dermott	33°32'N	91°26'W
Derry, N.H.	42°53'N	71°19'W
Derry, Pa.	40°20'N	79°18'W
Des Moines, Iowa	41°35'N	93°37'W
Des Moines, N. Mex.	36°46'N	103°50'W
Des Monies	40°23'N	91°25'W
Deschutes	45°38'N	120°55'W
Desert Center	33°43'N	115°24'W
Desert Hot Springs	33°58'N	116°30'W
Detour, Pt.	45°40'N	86°40'W
Detroit	42°20'N	83°03'W
Detroit Lakes	46°49'N	95°51'W
Devils Den	35°46'N	119°58'W
Devils Lake	48°07'N	98°52'W
Devils Tower Junction	44°31'N	104°57'W
Devine	29°08'N	98°54'W
Dexter, Maine	45°01'N	69°18'W
Dexter, Mo.	36°48'N	89°57'W
Dexter, N. Mex.	33°12'N	104°22'W
Diablo, Mt.	37°53'N	121°56'W
Diablo Range	37°20'N	121°25'W
Diamond Bar	34°01'N	117°48'W
Diamond Mts.	39°50'N	115°30'W
Diamond Springs	38°42'N	120°49'W
Dickens	33°37'N	100°50'W
Dickinson	46°53'N	102°47'W
Dickson	36°05'N	87°23'W
Dickson City	41°29'N	75°40'W
Dierks	34°07'N	94°01'W
Dighton	38°29'N	100°28'W
Dilley	28°40'N	99°10'W
Dillingham	59°03'N	158°28'W
Dillon, Mont.	45°13'N	112°38'W
Dillon, S.C.	34°25'N	79°22'W
Dillsburg	40°07'N	77°02'W
Dimmitt	34°33'N	102°19'W
Dingmans Ferry	41°13'N	74°55'W
Dinosaur Nat. Monument	40°30'N	108°45'W
Dinuba	36°32'N	119°23'W
Disappointment, C.	46°18'N	124°05'W
Divide	45°45'N	112°45'W
Dixie Mt.	39°55'N	120°16'W
Dixon, Calif.	38°27'N	121°49'W
Dixon, III.	41°50'N	89°29'W
Dixon Entrance	54°30'N	132°00'W
Dodge City	37°45'N	100°01'W
Dodgeville	42°58'N	90°08'W
Dodson	48°24'N	108°15'W
Dolores	37°28'N	108°30'W
Dolores	38°49'N	109°17'W
Donaldsonville	30°06'N	90°59'W
Donalsonville	31°03'N	84°53'W
Doniphan	36°37'N	90°50'W
Donna	26°09'N	98°04'W
Donora	40°11'N	79°52'W
Dorris	41°58'N	121°55'E
Dorset	41°40'N	80°40'W
Dos Palos	36°59'N	120°37'W
Dothan	31°13'N	85°24'W
Doty	46°38'N	123°17'W
Double Mountain Fork	33°16'N	100°00'W
Douglas, Ariz.	31°21'N	109°33'W
Douglas, Ga.	31°31'N	82°51'W
Douglas, Wyo.	42°45'N	105°24'W
Douglasville	33°45'N	84°45'W
Dove Creek	37°46'N	108°54'W
Dover, Del.	39°10'N	75°32'W
Dover, N.H.	43°12'N	70°56'W
Dover, N.J.	40°53'N	81°29'W
Dover, Ohio	40°32'N	81°29'W
Dover-Foxcroft	45°11'N	69°13'W
Dover Plains	41°43'N	73°35'W
Dowagiac	41°59'N	86°06'W
Downey, Calif.	33°56'N	118°07'W
Downey, Idaho	42°26'N	112°07'W
Downieville	39°34'N	120°50'W
Downsville	42°05'N	74°50'W
Doyle	40°02'N	120°06'W
Doylestown	40°21'N	75°10'W
Drain	43°40'N	123°19'W
Drake	47°55'N	100°23'W
Driftwood	41°20'N	78°08'W
Driggs	43°44'N	111°06'W
Drummond	46°40'N	113°09'W
Drummond I.	46°01'N	83°39'W
Drumright	35°59'N	96°36'W
Dry Tortugas	24°38'N	82°55'W
Dryden	42°30'N	76°18'W
Du Bois	41°08'N	78°46'W
Du Quoin	38°01'N	89°14'W
Duanesburg	42°45'N	74°11'W
Dublin, Ga.	32°32'N	82°54'W
Dublin, Tex.	32°05'N	98°21'W
Dubois	44°10'N	112°14'W
Dubuque	42°30'N	90°41'W
Duchesne	40°10'N	110°24'W
Duck	36°02'N	87°52'W
Duckwall, Mt.	37°58'N	120°07'W
Dulce	36°56'N	107°00'W
Duluth	46°47'N	92°06'W
Dumas, Ark.	33°53'N	91°29'W
Dumas, Tex.	35°52'N	101°58'W
Duncan, Ariz.	32°43'N	109°06'W
Duncan, Okla.	34°30'N	97°57'W
Duncannon	40°23'N	77°02'W
Duncansville	40°25'N	78°26'W
Dundalk	39°16'N	76°32'W
Dundee	42°32'N	76°59'W
Dunedin	28°01'N	82°47'W
Dunkirk	42°29'N	79°20'W
Dunmore	41°25'N	75°38'W
Dunn	35°19'N	78°37'W
Dunnellon	29°03'N	82°28'W
Dunning	41°50'N	100°06'W
Dunphy	40°42'N	116°31'W
Dunseith	48°50'N	100°03'W
Dunsmuir	41°13'N	122°16'W
Dupree	45°04'N	101°35'W
Dupuyer	48°13'N	112°30'W
Durand	44°38'N	91°58'W
Durango	37°16'N	107°53'W
Durant, Miss.	33°04'N	89°51'W
Durant, Okla.	33°59'N	96°25'W
Durham, Calif.	39°39'N	121°48'W
Durham, N.C.	35°59'N	78°54'W
Durham, N.H.	43°08'N	70°56'W
Duryea	41°20'N	75°45'W
Dushore	41°31'N	76°24'W
Dutch Harbor	53°53'N	166°32'W
Dwight	41°05'N	88°26'W
Dyersburg	36°03'N	89°23'W
Eads	38°29'N	102°47'W
Eagar	34°06'N	109°17'W
Eagle, Alaska	64°47'N	141°12'W
Eagle, Colo.	39°39'N	106°50'W
Eagle Butte	45°00'N	101°10'W
Eagle Grove	42°40'N	93°54'W
Eagle L. Calif.	40°39'N	120°45'W
Eagle L. Maine	46°20'N	69°22'W
Eagle Lake, Maine	47°03'N	68°36'W
Eagle Lake, Tex.	29°35'N	96°20'W
Eagle Mountain	33°49'N	115°27'W
Eagle Nest	36°33'N	105°16'W
Eagle Pass	28°43'N	100°30'W
Eagle Pk.	38°10'N	119°25'W
Eagle River, Mich.	47°24'N	88°18'W
Eagle River, Wis.	45°55'N	89°15'W
Eagles Mere	41°25'N	76°33'W
Earle	35°16'N	90°28'W
Earlimart	35°53'N	119°16'W
Earth	34°14'N	102°24'W
Easley	34°50'N	82°36'W
East Aurora	42°46'N	78°37'W
East Brady	40°59'N	79°36'W
East Chicago	41°38'N	87°27'W
East Grand Forks	47°56'N	97°01'W
East Greenwich	41°40'N	71°27'W
East Hartford	41°46'N	72°39'W
East Helena	46°35'N	111°56'W
East Lansing	42°44'N	84°29'W
East Liverpool	40°37'N	80°35'W
East Northport	40°53'N	73°20'W
East Orange	40°46'N	74°13'W
East Palestine	40°50'N	80°33'W
East Point	33°41'N	84°27'W
East Providence	41°49'N	71°23'W
East Rochester	43°07'N	77°29'W
East St. Louis	38°37'N	90°09'W
East Stroudsburg	41°01'N	75°11'W
East Tawas	44°17'N	83°29'W
East Walker	38°52'N	119°10'W
East Windsor	40°17'N	74°34'W
Easthampton	42°16'N	72°40'W
Eastlake	41°40'N	81°26'W
Eastland	32°24'N	98°49'W
Eastman	32°12'N	83°11'W
Easton, Md.	38°47'N	76°05'W
Easton, Pa.	40°41'N	75°13'W
Easton, Wash.	47°14'N	121°11'W
Eastpointe	42°27'N	82°56'W
Eastport	44°56'N	67°00'W
Eastsound	48°42'N	122°55'W
Eaton	40°32'N	104°42'W
Eatonton	33°20'N	83°23'W
Eatontown	40°19'N	74°04'W
Eatonville	46°52'N	122°16'W
Eau Claire	44°49'N	91°30'W
Ebensburg	40°29'N	78°44'W
Eden, N.C.	36°29'N	79°53'W
Eden, N.Y.	42°39'N	78°55'W
Eden, Tex.	31°13'N	99°51'W
Edenton	36°04'N	76°39'W
Edgar	40°22'N	97°58'W
Edgartown	41°23'N	70°31'W
Edgefield	33°47'N	81°56'W
Edgeley	46°22'N	98°43'W
Edgemont	43°18'N	103°50'W
Edina	40°10'N	92°11'W
Edinboro	41°52'N	80°08'W
Edinburg	26°18'N	98°10'W
Edison	48°33'N	122°27'W
Edmeston	42°42'N	75°15'W
Edmond	35°39'N	97°29'W
Edmonds	47°49'N	122°23'W
Edna	28°59'N	96°39'W
Edwards, Calif	34°55'N	117°51'W
Edwards, N.Y.	44°20'N	75°15'W
Edwards Air Force Base	34°50'N	117°40'W
Edwards Plateau	30°45'N	101°20'W
Edwardsville	41°15'N	75°56'W
Effingham	39°07'N	88°33'W
Egan Range	39°35'N	114°55'W
Ehrenberg	33°30'N	132°40'E
Ekalaka	45°53'N	104°33'W
El Cajon	32°48'N	116°58'W
El Campo	29°12'N	96°16'W
El Centro	32°48'N	115°34'W
El Dorado, Ark.	33°12'N	92°40'W
El Dorado, Kans.	37°49'N	96°52'W
El Monte	34°04'N	118°01'W
El Paso	31°45'N	106°29'W
El Paso Robles	35°38'N	120°41'W
El Portal	37°41'N	119°47'W
El Reno	35°32'N	97°57'W
El Rio	34°14'N	119°10'W
Elba	31°25'N	86°04'W
Elbe	46°45'N	122°10'W
Elbert, Mt.	39°07'N	106°27'W
Elberton	34°07'N	82°52'W
Eldon, Mo.	38°21'N	92°35'W
Eldon, Wash.	47°33'N	123°03'W
Eldora	42°22'N	93°05'W
Eldorado, III.	37°49'N	88°26'W
Eldorado, Tex.	30°52'N	100°36'W
Eldorado Springs	37°52'N	94°01'W
Eldred	41°58'N	78°23'W
Elephant Butte Reservoir	33°09'N	107°11'W
Elgin, III.	42°02'N	88°17'W
Elgin, N. Dak.	46°24'N	101°51'W
Elgin, Oreg.	45°34'N	117°55'W
Elgin, Tex.	30°21'N	97°22'W
Elizabeth, N.J.	40°39'N	74°13'W
Elizabeth, N.J.	40°40'N	74°13'W
Elizabeth City	36°18'N	76°14'W
Elizabethton	36°21'N	82°13'W
Elizabethtown, Ky.	37°42'N	85°52'W
Elizabethtown, N.Y.	44°13'N	73°36'W
Elizabethtown, Pa.	40°09'N	76°36'W
Elk	34°46'N	87°16'W
Elk City	35°25'N	99°25'W
Elk Creek	39°36'N	122°32'W
Elk Grove	38°25'N	121°22'W
Elk River, Idaho	46°47'N	93°35'W
Elk River, Minn.	45°18'N	93°35'W
Elkhart Ind.	41°41'N	85°58'W
Elkhart, Kans.	37°00'N	101°54'W
Elkhorn	41°08'N	96°19'W
Elkin	36°15'N	80°51'W
Elkins	38°55'N	79°51'W
Elkland	41°59'N	77°19'W
Elko	40°50'N	115°46'W
Elkton	43°49'N	83°11'W
Ellen, Mt.	44°09'N	72°56'W
Ellenburg	44°54'N	73°48'W
Ellendale	46°00'N	98°32'W
Ellensburg	46°59'N	120°34'W
Ellenville	41°43'N	74°24'W
Ellicottville	42°17'N	78°40'W
Ellis	38°56'N	99°34'W
Ellisville	31°36'N	89°12'W
Ellsworh, Kans.	38°44'N	98°14'W
llswoh, Main	44°33'N	68°25'W
Ellwood City	40°52'N	80°17'W
Elma	47°00'N	123°25'W
Elmhurst	41°53'N	87°56'W
Elmira	42°06'N	76°48'W
Elmira Heights	42°08'N	76°50'W
Elmore	33°07'N	115°49'W
Eloy	32°45'N	111°33'W
Elsie	45°52'N	123°36'W
Elwell, L.	48°22'N	111°17'W
Elwood, Ind.	40°17'N	85°50'W
Elwood, Nebr.	40°36'N	99°52'W
Ely, Minn.	47°55'N	91°51'W
Ely, Nev.	39°15'N	114°54'W
Elyria	41°22'N	82°07'W
Emlenton	41°11'N	79°43'W
Emmaus	40°32'N	75°30'W
Emmetsburg	43°07'N	94°41'W
Emmett, Idaho	43°52'N	116°30'W
Emmett, Mich.	42°59'N	82°46'W
Emmonak	62°46'N	164°30'W
Emporia, Kans.	38°25'N	96°11'W
Emporia, Va.	36°42'N	77°32'W
Emporium	41°31'N	78°14'W
Encampment	41°12'N	106°47'W
Encinitas	33°03'N	117°17'W
Encino	34°39'N	105°28'W
Enderlin	46°38'N	97°36'W
Endicott	42°06'N	76°04'W
Endwell	42°06'N	76°02'W
Enfield, Conn.	41°58'N	72°36'W
Enfield, N.H.	43°39'N	72°09'W
England	34°33'N	91°58'W
Englewood	39°39'N	104°59'W
Enid	36°24'N	97°53'W
Ennis, Mont.	45°21'N	111°44'W
Ennis, Tex.	32°20'N	96°38'W
Enosbug Falls	44°55'N	72°48'W
Enterprise, Ala.	31°19'N	85°51'W
Enterprise, Oreg.	45°25'N	117°17'W
Enumcla'W	47°12'N	121°59'W
Ephraim	39°22'N	111°35'W
Ephrata, Pa.	40°11'N	76°11'W
Ephrata, Wash.	47°19'N	119°33'W
Erie	42°08'N	80°05'W
Erie Canal	43°05'N	78°43'W
Erskine	47°40'N	96°00'W
Erwin	36°09'N	82°25'W
Escalante	37°47'N	111°36'W
Escalnate	37°24'N	110°57'W
Escambia	30°32'N	87°11'W
Escanaba	45°45'N	87°04'W
Escondido	33°07'N	117°05'W
Espanola	35°59'N	106°05'W
Essex, Calif.	34°44'N	115°15'W
Essex, N.Y.	44°19'N	73°21'W
Essex Junction	44°29'N	73°07'W
Estancia	34°46'N	106°04'W
Estherville	43°24'N	94°50'W
Ethel	46°32'N	122°46'W
Etowah	35°20'N	84°32'W
Euclid	41°34'N	81°32'W
Eudora	33°07'N	91°16'W
Eufaula, Ala.	31°54'N	85°09'W
Eufaula, Okla.	35°17'N	95°35'W
Eufaula L.	35°18'N	95°21'W
Eugene	44°05'N	123°04'W
Eunice, La.	30°30'N	92°25'W
Eunice, N. Mex.	32°26'N	103°10'W
Eureka, Calif.	40°47'N	124°09'W
Eureka, Kans.	37°49'N	96°17'W
Eureka, Mont.	48°53'N	115°03'W
Eureka, Nev.	39°31'N	115°58'W
Eureka, S. Dak.	45°46'N	99°38'W
Eustis	28°51'E	81°41'W
Evans	40°23'N	104°41'W
Evans City	40°46'N	80°04'W
Evans Mills	44°06'N	75°48'W
Evanston, III.	42°03'N	87°41'W
Evanston, Wyo.	41°16'N	110°58'W
Evansville	37°58'N	87°35'W
Eveleth	47°28'N	92°32'W
Everett, Pa.	40°01'N	78°23'W
Everett, Wash.	47°59'N	122°12'W
Everglades, The.	25°50'N	81°00'W
Everglades City	25°52'N	81°23'W
Everglades Nat. Park	25°30'N	81°00'W
Evergreen, Ala.	31°26'N	86°57'W
Evergreen, Mont.	48°09'N	114°13'W
Ewing	42°16'N	98°21'W
Excelsion Springs	39°20'N	94°13'W
Exeter, Calif.	36°18'N	119°09'W
Exeter, N.H.	42°59'N	70°57'W
Exmoor	51°12'N	03°45'W
Fabens	31°30'N	106°10'W
Fair Haven	43°36'N	73°16'W
Fair Oaks	38°39'N	121°16'W
Fairbanks	64°51'N	147°43'W
Fairbury	40°08'N	97°11'W
Fairfax	44°40'N	73°01'W
Fairfield, Ala.	33°29'N	86°55'W
Fairfield, Calif.	38°15'N	122°03'W
Fairfield, Conn.	41°09'N	73°16'W
Fairfield, Idaho	43°21'N	114°44'W
Fairfield, III.	38°23'N	88°22'W
Fairfield, Iowa	40°56'N	91°57'W
Fairfield, Tex.	31°44'N	96°10'W
Fairhope	30°31'N	87°54'W
Fairmeed	37°05'N	120°10'W
Fairmont, Minn.	43°39'N	94°28'W
Fairmont, W. Va.	39°29'N	80°09'W
Fairmount, Calif.	34°45'N	118°26'W
Fairmount, N.Y.	43°05'N	76°12'W
Fairplay	39°15'N	106°02'W
Fairport Harbor	41°45'N	81°17'W
Fairview, Mont.	47°51'N	104°03'W
Fairview, Okla.	36°16'N	98°29'W
Fairweather, Mt.	58°55'N	137°32'W
Faith	45°02'N	102°02'W
Falcon Reservoir	26°34'N	99°10'W
Falconer	42°07'N	79°13'W
Falfurrias	27°14'N	98°09'W
Fall River	41°43'N	71°10'W
Fallbrook	33°23'N	117°15'W
Fallon	39°28'N	118°47'W
Falls City	40°03'N	95°36'W
Falls Creek	41°09'N	78°48'W
Falmouth	41°33'N	70°37'W
Famoso	35°37'N	119°12'W
Fargo	46°53'N	96°48'W
Faribault	44°18'N	93°16'W
Farmerville	32°47'N	92°24'W
Farmingdale	40°12'N	74°10'W
Farmington, Calif.	37°55'N	120°59'W
Farmington, Maine.	44°40'N	70°09'W
Farmington, Mo.	37°47'N	90°25'W
Farminton, N.H.	43°24'N	71°04'W
Farminton, N. Mex.	36°44'N	108°12'W
Farmington, Utah.	41°00'N	111°12'W
Farmington	41°51'N	72°38'W
Farmville	37°18'N	78°24'W
Farrell	41°13'N	80°30'W
Farson	42°06'N	109°27'W
Farwell	34°23'N	103°02'W
Eaulkton	45°02'N	99°08'W
Fawnskin	34°16'N	116°56'W
Fayette, Ala.	33°41'N	87°50'W
Fayette, Mo.	39°09'N	92°41'W
Fayetteville, Ark.	36°04'N	94°10'W
Fayetteville, N.C.	35°03'N	78°53'W
Fayetteville, Tenn.	35°09'N	86°34'W
Fear, C.	33°50'N	77°58'W
Feather	38°47'N	121°36'W
Feather Falls	39°36'N	121°16'W
Federal Way	47°18'N	122°19'W
Felton	37°03'N	122°04'W
Fenton	42°48'N	83°42'W
Fergus Falls	46°17'N	96°04'W
Fernandina Beach	30°40'N	81°27'W
Ferndale	48°51'N	122°36'W
Fernley	39°36'N	119°15'W
Ferriday	31°38'N	91°33'W
Feron	39°05'N	111°08'W
Fertile	47°32'N	96°17'W
Fessenden	47°39'N	99°38'W
Fesus	38°13'N	90°24'W
Fillmore, Calif.	34°24'N	118°55'W
Fillmore, Utah	38°58'N	112°20'W
Findlay	41°02'N	83°39'W
Finger Lakes	42°40'N	76°30'W
Finley	47°31'N	97°50'W
Firebaugh	36°52'N	120°27'W
Fishers I.	41°15'N	72°00'W
Fishkill	41°32'N	73°53'W
Fitchburg	42°35'N	71°48'W
Fitzgerald	31°43'N	83°15'W
Five Points	36°26'N	120°06'W
Flagstaff	35°12'N	111°39'W
Flagstaff L.	45°12'N	7°018'W
Flambeau	45°18'N	91°14'W
Flamin Gorge Reservoir	41°10'N	109°25'W
Flandreau	51°05'N	03°50'E
Flanigan	44°03'N	119°53'W
Flathead L.	61°33'N	125°18'W
Flattery, C.	14°58'S	145°21'E
Flatwoods	48°23'N	124°29'W
Fleetwood	40°27'N	75°49'W
Flemington	41°07'N	77°28'W
Flint	43°01'N	83°41'W
Flint	30°57'N	84°34'W
Floodwood	46°55'N	92°55'W
Flora	38°40'N	88°29'W
Floraia	31°00'N	86°20'W
Florence, Ala.	34°48'N	87°41'W
Florence, Ariz.	33°02'N	111°23'W
Florence, Colo.	38°23'N	105°08'W
Florence, Oreg.	43°58'N	124°07'W
Florence, S.C.	34°12'N	79°46'W
Floresville	29°08'N	98°10'W
Florida	28°00'N	82°00'W
Florida, Straits of	25°00'N	80°00'W
Florida B.	25°00'N	80°45'W
Florida Keys	24°40'N	81°00'W
Floydada	33°59'N	101°20'W
Foley	30°24'N	87°41'W
Folkston	30°50'N	82°00'W
Follansbee	40°19'N	80°35'W
Folsom L.	38°42'N	121°09'W
Fond-du-Lac	43°47'N	88°27'W
Fonda	42°57'N	74°22'W
Fontana	34°06'N	117°26'W
Fontnelle Reservoir	42°01'N	110°03'W
Ford City, Calif.	35°09'N	119°27'W
Ford City, Pa.	40°46'N	79°32'W
Fordyce	33°49'N	92°25'W
Forest	32°22'N	89°29'W
Forest City, Iowa	43°16'N	93°39'W
Forest City, N.C.	35°20'N	81°52'W
Forest City, Pa.	41°39'N	75°28'W
Forest Grove	45°31'N	123°07'W
Foresthill	39°01'N	120°49'W
Forestville, Calif.	38°28'N	122°54'W
Forestville, N.Y.	42°28'N	79°10'W
Forks	47°57'N	124°23'W
Forksville	41°29'N	76°35'W
Forman	46°07'N	97°38'W
Forrest City	35°01'N	90°47'W
Forsyth	46°16'N	106°41'W
Fort Ann	43°25'N	73°30'W
Fort Benton	47°49'N	110°40'W
Fort Bragg	39°26'N	123°48'W
Fort Bridger	41°19'N	110°23'W
Fort Collins	40°35'N	105°05'W
Fort Covington	44°59'N	74°29'W
Fort Davis	30°35'N	103°54'W
Fort Defiance	35°45'N	109°05'W
Fort Dodge	42°30'N	94°11'W
Fort Edward	43°16'N	73°35'W
Fort Fairfield	46°46'N	67°50'W
Fort Gerland	37°26'N	105°26'W
Fort Hancock	31°18'N	105°51'W
Fort Irwin	35°16'N	116°34'W
Fort Kent	47°15'N	68°36'W
Fort Klamath	42°42'N	122°00'W
Fort Laramie	42°13'N	104°31'W
Fort Lauderdale	26°07'N	80°08'W
Fort Lupton	40°05'N	104°49'W
Fort Madison	40°38'N	91°27'W
Fort Meade	27°45'N	81°48'W
Fort Morgan	40°15'N	103°48'W
Fort Myers	26°39'N	81°52'W
Fort Payne	34°26'N	85°43'W
Fort Peck	48°01'N	106°27'W
Fort Peck Dam	48°00'N	106°26'W
Fort Peck L.	48°00'N	106°26'W
Fort Pierce	27°27'N	80°20'W
Fort Pierre	44°21'N	100°22'W
Fort Plain	42°56'N	74°37'W
Fort Ross	38°32'N	123°13'W
Fort Scott	37°50'N	94°42'W
Fort Smith	35°23'N	94°25'W
Fort Stockton	30°53'N	102°53'W
Fort Sumner	34°28'N	104°15'W
Fort Thompson	44°03'N	99°26'W
Fort Valley	32°33'N	83°53'W
Fort Walton Beach	30°25'N	86°36'W
Fort Wayne	41°04'N	85°09'W
Fort Worth	32°45'N	97°18'W
Fort Yates	46°05'N	100°38'W
Fort Yukon	66°34'N	145°16'W
Fortuna, Calif.	40°36'N	124°09'W
Fortuna, N. Dak.	48°55'N	103°47'W
Fossil	45°00'N	120°09'W
Fostoria	41°10'N	83°25'W
Foulweather, C.	44°50'N	124°05'W
Fountain	38°41'N	104°42'W
Fountain Springs	35°54'N	118°51'W
fowler, Calif.	36°38'N	119°41'W
Fowler, Colo.	38°08'N	104°02'W
Foxboro	42°04'N	71°16'W
Frackville	40°47'N	76°14'W
Framingham	42°17'N	71°25'W
Francis Case, L.	43°04'N	98°34'W
Frankfort, Ind.	40°17'N	86°31'W
Frankfort, Kans.	39°42'N	96°25'W
Frankfort, Ky.	38°12'N	84°52'W
Frankfort, N.Y.	43°02'N	75°04'W
Frankline, Ky.	36°43'N	86°35'W
Franklin, La.	29°48'N	91°30'W
Franklin, Mass.	42°05'N	71°24'W
Franklin, N.H.	43°27'N	71°39'W
Franklin, Nebr.	40°06'N	98°57'W
Franklin, Pa.	41°24'N	79°50'W
Franklin, Va.	36°41'N	76°56'W
Franklin, W. Va.	38°39'N	79°20'W
Franklin D. Roosevelt L.	48°18'N	118°09'W
Franklin L.	40°25'N	115°22'W
Franklinton	30°51'N	90°09'W
Franklinville	42°20'N	78°27'W
Franks Pk.	43°58'N	109°18'W
Fraser	42°32'N	82°57'W
Frederick, Md.	39°25'N	77°25'W
Frederick, Okla.	34°23'N	99°01'W
Frederick, S. Dek.	45°50'N	98°31'W
Fredericksburg, Pa.	40°27'N	76°26'W
Fredericksburg, Tex.	30°16'N	98°52'W
Fredericksburg, Va.	38°18'N	77°28'W
Fredericktown, Mo.	37°34'N	90°18'W
Fredericktown, Ohio	40°29'N	82°33'W
Fredonia Ariz.	36°57'N	112°32'W
Fredonia, Kans.	37°32'N	95°49'W
Fredonia, N.Y.	42°26'N	79°20'W
Freehold	40°16'N	74°17'W
Freel Peak	38°52'N	119°54'W
Freeland	41°01'N	75°54'W
Freeman, Calif.	35°35'N	117°53'W
Freeman, S. Dak.	43°21'N	97°26'W
Freeport, III.	42°17'N	89°36'W
Freeport, N.Y.	40°39'N	73°35'W
Freeport, Ohio	40°12'N	81°15'W
Freeport, Pa.	40°41'N	79°41'W
Freeport Tex.	28°57'N	95°21'W
Fremont, Calif.	37°32'N	121°57'W
Fremont, Mich.	43°28'N	85°57'W
Fremont, Nebr.	41°26'N	96°30'W
Fremont, Ohio	41°21'N	83°07'W
Fremont	38°24'N	110°42'W
French Camp	37°53'N	121°16'W
French Creek	41°24'N	79°50'W
Frenchman Cr.	40°14'N	100°50'W
Fresno	36°44'N	119°47'W
Fresno Reservoir	48°36'N	109°57'W
Frewsburg	42°03'N	79°10'W
Friant	36°59'N	119°43'W
Friday Harbor	48°32'N	123°01'W
Friedens	40°03'N	78°59'W
Friendship	42°12'N	78°08'W
Frio	28°26'N	98°11'W
Friona	34°38'N	102°43'W
Fritch	35°38'N	101°36'W
Front Range	40°25'N	105°45'W
Front Royal	38°55'N	78°12'W
Frostburg	39°39'N	78°56'W
Fryeburg	44°01'N	70°59'W
Fullerton, Calif.	33°53'N	117°56'W
Fullerton, Nebr.	41°22'N	97°58'W
Fulton, Mo.	38°52'N	91°57'W
Fulton, N.Y.	43°19'N	76°25'W
Gabriels	44°26'N	74°12'W
Gadsden	34°01'N	86°01'W
Gaffney	35°05'N	81°39'W
Gail	32°46'N	101°27'W
Gaines	41°46'N	77°35'W
Gainesville, Fla.	29°40'N	82°20'W
Gainesville, Ga.	34°18'N	83°50'W
Gainesville, Mo.	36°36'N	92°26'W
Gainesville, Tex.	33°38'N	97°08'W
Galax	36°40'N	80°56'W
Galena	64°44'N	156°56'W
Galesburg	40°57'N	90°22'W
Galeton	41°44'N	77°39'W
Galion	40°44'N	82°47'W
Galiuro Mts.	32°30'N	110°20'W
Gallatin	36°24'N	86°27'W
Gallipolis	38°49'N	82°12'W
Galloo I.	43°55'N	76°25'W
Gallup	35°32'N	108°45'W
Galt	38°15'N	121°18'W
Galva	41°10'N	90°03'W
Galveston	29°18'N	94°48'W
Galveston B.	29°36'N	94°50'W
Gambier	40°22'N	82°23'W
Ganado	35°43'N	109°33'W
Gannett Peak	43°11'N	109°39'W
Garberville	40°06'N	123°48'W
Garden City, Ga.	32°06'N	81°09'W
Garden City, Kans.	37°58'N	100°53'W
Garden City, Tex.	31°52'N	101°29'W
Garden Grove	33°47'N	117°55'W
Gardiner, Maine	44°14'N	69°47'W
